ID_Venta,Producto,Categoria,Precio,Cantidad,Region,Descuento,Almacen,Metodo_Pago,Dia,Mes,Agno
51,Aspiradora,Electrodomestico,155,7,Norteamerica,4.2,2,PayPal,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,26.05,1,Cheque,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,14.62,6,Cheque,15,3,2024
54,Smartphone,Electronica,700,5,Europa,26.84,2,Efectivo,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,24,8,Desconocido,17,3,2024
56,Laptop,Electronica,950,3,Asia,12.76,3,PayPal,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,0.67,5,Efectivo,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,8.06,7,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,16.25,9,Efectivo,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,19,3,Transferencia Bancaria,22,3,2024
61,Laptop,Electronica,1000,2,Asia,7.74,1,PayPal,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,4.18,4,Transferencia Bancaria,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,25.05,8,Tarjeta de Credito,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,29.53,6,PayPal,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,15.77,7,Transferencia Bancaria,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,5.15,2,Desconocido,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,8.17,10,PayPal,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,0.55,6,PayPal,30,3,2024
69,Laptop,Electronica,970,4,Asia,27.43,2,Efectivo,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,3.53,8,Cheque,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,17.3,3,Tarjeta de Credito,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,8.22,5,Transferencia Bancaria,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,16.63,7,Efectivo,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,19.54,9,Transferencia Bancaria,5,4,2024
75,Smartphone,Electronica,700,5,Europa,24.89,3,Tarjeta de Credito,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,6.19,7,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,0.33,9,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,4.11,3,Tarjeta de Credito,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,27,1,Transferencia Bancaria,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,26.22,4,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,17.92,8,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,18.02,6,PayPal,17,1,2024
4,Laptop,Electronica,950,3,Asia,19.95,7,Transferencia Bancaria,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,5.26,2,Transferencia Bancaria,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,27.43,2,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,12.56,5,Transferencia Bancaria,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,11.49,1,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,15.57,3,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,1.41,1,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,4.99,4,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,22.14,10,Cheque,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,2.48,6,PayPal,27,1,2024
14,Laptop,Electronica,850,1,Europa,18.09,2,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,7.36,8,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,11.68,2,Transferencia Bancaria,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,8.66,3,Efectivo,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,10.67,7,Desconocido,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,21.57,9,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,8.91,3,Efectivo,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,16.99,1,Tarjeta de Credito,4,2,2024
22,Laptop,Electronica,1050,2,Europa,14.28,4,Efectivo,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,19.91,8,Efectivo,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,28.1,10,Desconocido,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,21.98,6,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,6.45,2,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,0.94,8,Efectivo,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,7.87,2,Transferencia Bancaria,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,14.93,3,Desconocido,12,2,2024
30,Laptop,Electronica,970,4,Asia,1.54,7,Tarjeta de Credito,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,14.89,9,Tarjeta de Credito,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,17.91,3,PayPal,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,10.03,1,Efectivo,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,23.13,4,Tarjeta de Credito,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,3.2,8,Tarjeta de Credito,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,2.25,6,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,21.85,7,PayPal,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,14.86,2,Tarjeta de Credito,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,20.65,2,Desconocido,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,13.04,5,Cheque,8,2,2024
41,Smartphone,Electronica,780,7,Europa,7.39,1,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,24.57,3,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,23.98,1,Transferencia Bancaria,11,2,2024
44,Smartphone,Electronica,780,7,Europa,20.84,3,PayPal,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,8.16,2,Transferencia Bancaria,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,17.71,5,Cheque,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,10.83,1,Efectivo,12,2,2024
48,Laptop,Electronica,970,4,Asia,2.75,3,Transferencia Bancaria,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,27.52,1,Transferencia Bancaria,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,14.93,4,PayPal,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,28.51,10,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,13.38,6,Efectivo,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,5.55,2,PayPal,15,3,2024
54,Smartphone,Electronica,700,5,Europa,16.26,8,PayPal,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,26.19,2,Cheque,17,3,2024
56,Laptop,Electronica,950,3,Asia,21.97,3,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,24.2,7,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,19.76,1,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,20.77,1,Cheque,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,25.48,9,PayPal,22,3,2024
61,Laptop,Electronica,1000,2,Asia,7.49,5,PayPal,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,14.68,4,Tarjeta de Credito,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,6.64,2,Transferencia Bancaria,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,29.63,1,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,28.32,6,Tarjeta de Credito,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,14.93,2,Transferencia Bancaria,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,21.17,8,Cheque,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,27.76,3,Efectivo,30,3,2024
69,Laptop,Electronica,970,4,Asia,5.42,5,Transferencia Bancaria,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,17.04,7,PayPal,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,27.46,9,Tarjeta de Credito,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,1.02,3,Transferencia Bancaria,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,20.92,1,Transferencia Bancaria,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,8.92,4,PayPal,5,4,2024
75,Smartphone,Electronica,700,5,Europa,27.73,8,Cheque,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,29.13,6,Efectivo,7,4,2024
77,Laptop,Electronica,950,3,Asia,28.33,7,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.23,2,Efectivo,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,25.86,10,Cheque,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,25.34,6,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,9.57,2,Efectivo,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,24.87,8,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,1.11,3,Desconocido,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,17.89,5,PayPal,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,6.9,7,Cheque,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,3.62,9,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,2.31,3,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,20.89,7,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,10.2,9,Tarjeta de Credito,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,21.74,3,Desconocido,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,14.93,1,PayPal,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,9.46,4,Tarjeta de Credito,27,1,2024
14,Laptop,Electronica,850,1,Europa,16.18,8,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,23.72,6,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,9.56,7,Tarjeta de Credito,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,18.78,2,Efectivo,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,26.58,2,PayPal,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,18.48,5,PayPal,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,6.99,1,Cheque,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,0.73,3,Transferencia Bancaria,4,2,2024
22,Laptop,Electronica,1050,2,Europa,26.1,1,Transferencia Bancaria,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,0.64,4,Cheque,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,26.24,10,Cheque,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,15.87,6,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,28.17,2,Transferencia Bancaria,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,23.96,8,Cheque,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,29.94,2,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,10.52,3,PayPal,12,2,2024
30,Laptop,Electronica,970,4,Asia,23.02,7,PayPal,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,12.06,9,Efectivo,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,14.4,3,Efectivo,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,18.83,1,PayPal,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,26.21,4,Tarjeta de Credito,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,29.52,8,Transferencia Bancaria,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,23.05,6,Transferencia Bancaria,4,2,2024
37,Laptop,Electronica,1050,2,Europa,12.53,5,Tarjeta de Credito,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,12.64,7,Transferencia Bancaria,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,22.13,4,Cheque,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,7.16,3,PayPal,8,2,2024
41,Smartphone,Electronica,780,7,Europa,3.31,7,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,10.64,20,Tarjeta de Credito,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,8.62,4,Transferencia Bancaria,11,2,2024
44,Smartphone,Electronica,780,7,Europa,8.89,3,Efectivo,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,7.01,6,Efectivo,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,1.26,23,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,0.54,70,Desconocido,12,2,2024
48,Laptop,Electronica,970,4,Asia,29.63,5,Tarjeta de Credito,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,12.83,3,Tarjeta de Credito,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,11.53,4,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,20.39,2,Efectivo,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,6.55,5,Tarjeta de Credito,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,28.5,6,Tarjeta de Credito,15,3,2024
54,Smartphone,Electronica,700,5,Europa,23.59,5,Cheque,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,2.68,7,Cheque,17,3,2024
56,Laptop,Electronica,950,3,Asia,12.53,4,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,26.37,3,Transferencia Bancaria,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,28.34,7,PayPal,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,14.02,20,PayPal,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,18.4,4,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,5.01,3,Tarjeta de Credito,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,29.74,6,Tarjeta de Credito,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,6.95,23,Transferencia Bancaria,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,28.28,70,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,19.49,5,Tarjeta de Credito,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,18.23,3,Tarjeta de Credito,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,15.38,4,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,6.92,2,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,5.3,5,Tarjeta de Credito,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,6.61,6,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,5.59,5,PayPal,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,23.39,7,Tarjeta de Credito,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,10.5,4,Tarjeta de Credito,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,1.74,3,Efectivo,5,4,2024
75,Smartphone,Electronica,700,5,Europa,29.07,7,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,26.51,20,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,27.83,4,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,29.85,3,Tarjeta de Credito,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,5.22,6,PayPal,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,11.89,23,Cheque,15,1,2024
2,Smartphone,Electronica,700,5,Europa,22.75,70,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,20.88,5,PayPal,17,1,2024
4,Laptop,Electronica,950,3,Asia,4.62,3,Transferencia Bancaria,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,24.47,4,Desconocido,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,6.73,2,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,6.71,5,Cheque,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,16.11,6,PayPal,22,1,2024
9,Laptop,Electronica,1000,2,Asia,17.79,5,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,17.4,7,Tarjeta de Credito,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,2.74,4,Transferencia Bancaria,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,26.32,3,Efectivo,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,7.97,7,Desconocido,27,1,2024
14,Laptop,Electronica,850,1,Europa,3.89,20,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,26.66,4,Efectivo,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,28.67,3,Tarjeta de Credito,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,25.86,6,Transferencia Bancaria,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,14.93,23,Desconocido,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,19.66,70,Cheque,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,16.53,5,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,2.61,3,Efectivo,4,2,2024
22,Laptop,Electronica,1050,2,Europa,12.25,4,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,11.18,2,Efectivo,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,7.79,5,PayPal,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,21.7,8,Cheque,8,2,2024
26,Smartphone,Electronica,780,7,Europa,14.88,2,Transferencia Bancaria,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,2.43,3,PayPal,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,6.61,7,Transferencia Bancaria,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,20.5,9,Tarjeta de Credito,12,2,2024
30,Laptop,Electronica,970,4,Asia,2.28,3,Tarjeta de Credito,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,25.54,1,Tarjeta de Credito,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,14.85,4,Transferencia Bancaria,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,14.42,8,PayPal,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,17.77,6,Tarjeta de Credito,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,24.74,7,PayPal,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,10.43,2,Transferencia Bancaria,4,2,2024
37,Laptop,Electronica,1050,2,Europa,20.34,2,PayPal,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,16.97,5,Transferencia Bancaria,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,14.93,1,Transferencia Bancaria,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,26.36,3,Cheque,8,2,2024
41,Smartphone,Electronica,780,7,Europa,23.92,1,Transferencia Bancaria,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,19.75,3,Transferencia Bancaria,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,25.52,8,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,26.02,2,Tarjeta de Credito,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,21.25,3,Cheque,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,25.11,7,Cheque,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,20.92,9,Cheque,12,2,2024
48,Laptop,Electronica,970,4,Asia,20.4,3,Efectivo,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,18.56,1,Transferencia Bancaria,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,22.58,4,Tarjeta de Credito,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,4.76,8,PayPal,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,26.43,6,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,26.16,7,Efectivo,15,3,2024
54,Smartphone,Electronica,700,5,Europa,0.88,2,Transferencia Bancaria,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,24.77,2,Transferencia Bancaria,17,3,2024
56,Laptop,Electronica,950,3,Asia,3.87,5,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,10.05,1,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,22.31,3,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,4.82,1,Tarjeta de Credito,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,24.54,3,Tarjeta de Credito,22,3,2024
61,Laptop,Electronica,1000,2,Asia,24.96,1,Cheque,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,15.22,9,PayPal,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,0.19,5,Transferencia Bancaria,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,8.61,4,PayPal,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,18.51,2,Transferencia Bancaria,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,29.44,1,Cheque,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,18.95,6,Desconocido,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,7.79,2,Tarjeta de Credito,30,3,2024
69,Laptop,Electronica,970,4,Asia,19.02,8,PayPal,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,16.2,3,Tarjeta de Credito,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,23.4,5,Cheque,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,3.21,7,PayPal,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,22.83,9,Transferencia Bancaria,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,16.24,3,Tarjeta de Credito,5,4,2024
75,Smartphone,Electronica,700,5,Europa,28.89,1,Efectivo,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,10.26,4,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,18.98,8,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,27.96,1,PayPal,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,3.08,9,Transferencia Bancaria,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,28.12,5,Efectivo,15,1,2024
2,Smartphone,Electronica,700,5,Europa,20.64,4,Cheque,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,2.04,2,Tarjeta de Credito,17,1,2024
4,Laptop,Electronica,950,3,Asia,9.03,1,PayPal,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,21.25,6,Cheque,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,2.02,2,Transferencia Bancaria,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,17.47,8,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,10.38,3,Cheque,22,1,2024
9,Laptop,Electronica,1000,2,Asia,18.63,5,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,1.37,7,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,26.15,9,Efectivo,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,29.2,3,Tarjeta de Credito,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,29.07,1,Tarjeta de Credito,27,1,2024
14,Laptop,Electronica,850,1,Europa,22.49,4,Efectivo,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,3.9,8,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,22.75,1,Efectivo,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,0.74,9,Tarjeta de Credito,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,0.66,5,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,9.71,4,Efectivo,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,14.66,2,PayPal,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,23.11,1,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,20.5,6,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,13.38,2,PayPal,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,8.21,8,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,29.91,3,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,12.79,5,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,13.54,7,Tarjeta de Credito,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,4.91,9,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,23.84,3,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,20.81,1,Tarjeta de Credito,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,6.62,4,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,2.47,8,Transferencia Bancaria,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,20.41,1,Transferencia Bancaria,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,19.64,9,Efectivo,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,8.2,5,Efectivo,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,28.53,4,Tarjeta de Credito,4,2,2024
37,Laptop,Electronica,1050,2,Europa,4.53,2,Transferencia Bancaria,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,12.97,1,Efectivo,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,28.31,6,Cheque,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,12.59,2,Efectivo,8,2,2024
41,Smartphone,Electronica,780,7,Europa,19.16,8,Efectivo,9,2,2024
