ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,28.1,Desconocido
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,21.98,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,6.45,Cheque
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,0.94,Efectivo
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,7.87,Transferencia Bancaria
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,,Desconocido
30,13/02/2024,Laptop,Electronica,970,4,Asia,1.54,Tarjeta de Crédito
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,14.89,Tarjeta de Crédito
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,17.91,PayPal
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,10.03,Efectivo
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,23.13,Tarjeta de Crédito
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,3.2,Tarjeta de Crédito
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,2.25,Efectivo
37,05/02/2024,Laptop,Electronica,1050,2,Europa,21.85,PayPal
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,14.86,Tarjeta de Crédito
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,20.65,Desconocido
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,13.04,Cheque
41,09/02/2024,Smartphone,Electronica,780,7,Europa,7.39,PayPal
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,24.57,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,23.98,Transferencia Bancaria
44,09/02/2024,Smartphone,Electronica,780,7,Europa,20.84,PayPal
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,8.16,Transferencia Bancaria
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,17.71,Cheque
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,10.83,Efectivo
48,13/02/2024,Laptop,Electronica,970,4,Asia,2.75,Transferencia Bancaria
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,27.52,Transferencia Bancaria
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,,PayPal
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,28.51,Cheque
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,13.38,Efectivo
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,5.55,PayPal
54,16/03/2024,Smartphone,Electronica,700,5,Europa,16.26,PayPal
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,26.19,Cheque
56,18/03/2024,Laptop,Electronica,950,3,Asia,21.97,Efectivo
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,24.2,Cheque
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,19.76,Efectivo
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,20.77,Cheque
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,25.48,PayPal
61,23/03/2024,Laptop,Electronica,1000,2,Asia,7.49,PayPal
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,14.68,Tarjeta de Crédito
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,6.64,Transferencia Bancaria
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,29.63,Cheque
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,28.32,Tarjeta de Crédito
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,,Transferencia Bancaria
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,21.17,Cheque
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,27.76,Efectivo
69,31/03/2024,Laptop,Electronica,970,4,Asia,5.42,Transferencia Bancaria
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,17.04,PayPal
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,27.46,Tarjeta de Crédito
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,1.02,Transferencia Bancaria
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,20.92,Transferencia Bancaria
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,8.92,PayPal
75,06/04/2024,Smartphone,Electronica,700,5,Europa,27.73,Cheque
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,29.13,Efectivo
77,08/04/2024,Laptop,Electronica,950,3,Asia,28.33,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,14.23,Efectivo
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,25.86,Cheque
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,25.34,Transferencia Bancaria
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,9.57,Efectivo
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,24.87,Tarjeta de Crédito
4,18/01/2024,Laptop,Electronica,950,3,Asia,1.11,Desconocido
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,17.89,PayPal
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,6.9,Cheque
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,3.62,PayPal
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,2.31,PayPal
9,23/01/2024,Laptop,Electronica,1000,2,Asia,20.89,PayPal
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,10.2,Tarjeta de Crédito
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,21.74,Desconocido
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,,PayPal
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,9.46,Tarjeta de Crédito
14,28/01/2024,Laptop,Electronica,850,1,Europa,16.18,Cheque
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,23.72,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,9.56,Tarjeta de Crédito
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,18.78,Efectivo
18,01/02/2024,Tablet,Electronica,,4,Europa,26.58,PayPal
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,18.48,PayPal
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,6.99,Cheque
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,0.73,Transferencia Bancaria
22,05/02/2024,Laptop,Electronica,1050,2,Europa,26.1,Transferencia Bancaria
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,0.64,Cheque
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,26.24,Cheque
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,15.87,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,28.17,Transferencia Bancaria
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,23.96,Cheque
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,29.94,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,10.52,PayPal
30,13/02/2024,Laptop,Electronica,970,4,Asia,23.02,PayPal
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,12.06,Efectivo
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,14.4,Efectivo
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,18.83,PayPal
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,26.21,Tarjeta de Crédito
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,29.52,Transferencia Bancaria
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,23.05,Transferencia Bancaria
37,05/02/2024,Laptop,Electronica,1050,2,Europa,12.53,Tarjeta de Crédito
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,12.64,Transferencia Bancaria
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,22.13,Cheque
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,7.16,PayPal
41,09/02/2024,Smartphone,Electronica,780,7,Europa,3.31,PayPal
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,10.64,Tarjeta de Crédito
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,8.62,Transferencia Bancaria
44,09/02/2024,Smartphone,Electronica,780,7,Europa,8.89,Efectivo
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,7.01,Efectivo
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,1.26,Transferencia Bancaria
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,0.54,Desconocido
48,13/02/2024,Laptop,Electronica,970,4,Asia,29.63,Tarjeta de Crédito
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,12.83,Tarjeta de Crédito
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,11.53,Transferencia Bancaria
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,20.39,Efectivo
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,6.55,Tarjeta de Crédito
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,28.5,Tarjeta de Crédito
54,16/03/2024,Smartphone,Electronica,700,5,Europa,23.59,Cheque
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,2.68,Cheque
56,18/03/2024,Laptop,Electronica,950,3,Asia,12.53,Tarjeta de Crédito
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,26.37,Transferencia Bancaria
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,28.34,PayPal
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,14.02,PayPal
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,18.4,Tarjeta de Crédito
61,23/03/2024,Laptop,Electronica,1000,2,Asia,5.01,Tarjeta de Crédito
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,29.74,Tarjeta de Crédito
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,6.95,Transferencia Bancaria
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,28.28,Cheque
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,19.49,Tarjeta de Crédito
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,18.23,Tarjeta de Crédito
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,15.38,Efectivo
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,6.92,Transferencia Bancaria
69,31/03/2024,Laptop,Electronica,970,4,Asia,5.3,Tarjeta de Crédito
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,6.61,Efectivo
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,5.59,PayPal
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,23.39,Tarjeta de Crédito
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,10.5,Tarjeta de Crédito
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,1.74,Efectivo
75,06/04/2024,Smartphone,Electronica,700,5,Europa,29.07,Transferencia Bancaria
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,26.51,Tarjeta de Crédito
77,08/04/2024,Laptop,Electronica,950,3,Asia,27.83,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,29.85,Tarjeta de Crédito
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,5.22,PayPal
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,11.89,Cheque
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,22.75,Cheque
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,20.88,PayPal
4,18/01/2024,Laptop,Electronica,950,3,Asia,4.62,Transferencia Bancaria
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,24.47,Desconocido
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,6.73,Tarjeta de Crédito
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,6.71,Cheque
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,16.11,PayPal
9,23/01/2024,Laptop,Electronica,1000,2,Asia,17.79,Tarjeta de Crédito
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,17.4,Tarjeta de Crédito
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,2.74,Transferencia Bancaria
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,26.32,Efectivo
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,7.97,Desconocido
14,28/01/2024,Laptop,Electronica,850,1,Europa,3.89,Cheque
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,26.66,Efectivo
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,28.67,Tarjeta de Crédito
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,25.86,Transferencia Bancaria
18,01/02/2024,Tablet,Electronica,,4,Europa,,Desconocido
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,19.66,Cheque
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,16.53,Transferencia Bancaria
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,2.61,Efectivo
22,05/02/2024,Laptop,Electronica,1050,2,Europa,12.25,Tarjeta de Crédito
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,11.18,Efectivo
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,7.79,PayPal
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,21.7,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,14.88,Transferencia Bancaria
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,2.43,PayPal
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,6.61,Transferencia Bancaria
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,20.5,Tarjeta de Crédito
30,13/02/2024,Laptop,Electronica,970,4,Asia,2.28,Tarjeta de Crédito
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,25.54,Tarjeta de Crédito
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,14.85,Transferencia Bancaria
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,14.42,PayPal
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,17.77,Tarjeta de Crédito
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,24.74,PayPal
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,10.43,Transferencia Bancaria
37,05/02/2024,Laptop,Electronica,1050,2,Europa,20.34,PayPal
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,16.97,Transferencia Bancaria
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,,Transferencia Bancaria
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,26.36,Cheque
41,09/02/2024,Smartphone,Electronica,780,7,Europa,23.92,Transferencia Bancaria
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,19.75,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,25.52,Efectivo
44,09/02/2024,Smartphone,Electronica,780,7,Europa,26.02,Tarjeta de Crédito
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,21.25,Cheque
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,25.11,Cheque
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,20.92,Cheque
48,13/02/2024,Laptop,Electronica,970,4,Asia,20.4,Efectivo
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,18.56,Transferencia Bancaria
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,22.58,Tarjeta de Crédito
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,4.76,PayPal
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,26.43,Transferencia Bancaria
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,26.16,Efectivo
54,16/03/2024,Smartphone,Electronica,700,5,Europa,0.88,Transferencia Bancaria
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,24.77,Transferencia Bancaria
56,18/03/2024,Laptop,Electronica,950,3,Asia,3.87,Efectivo
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,10.05,Cheque
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,22.31,Cheque
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,4.82,Tarjeta de Crédito
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,24.54,Tarjeta de Crédito
61,23/03/2024,Laptop,Electronica,1000,2,Asia,24.96,Cheque
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,15.22,PayPal
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,0.19,Transferencia Bancaria
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,8.61,PayPal
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,18.51,Transferencia Bancaria
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,29.44,Cheque
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,18.95,Desconocido
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,7.79,Tarjeta de Crédito
69,31/03/2024,Laptop,Electronica,970,4,Asia,19.02,PayPal
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,16.2,Tarjeta de Crédito
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,23.4,Cheque
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,3.21,PayPal
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,22.83,Transferencia Bancaria
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,16.24,Tarjeta de Crédito
75,06/04/2024,Smartphone,Electronica,700,5,Europa,28.89,Efectivo
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,10.26,Tarjeta de Crédito
77,08/04/2024,Laptop,Electronica,950,3,Asia,18.98,Transferencia Bancaria
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,27.96,PayPal
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,3.08,Transferencia Bancaria
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,28.12,Efectivo
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,20.64,Cheque
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,2.04,Tarjeta de Crédito
4,18/01/2024,Laptop,Electronica,950,3,Asia,9.03,PayPal
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,21.25,Cheque
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,2.02,Transferencia Bancaria
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,17.47,PayPal
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,10.38,Cheque
9,23/01/2024,Laptop,Electronica,1000,2,Asia,18.63,PayPal
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,1.37,Efectivo
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,26.15,Efectivo
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,29.2,Tarjeta de Crédito
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,29.07,Tarjeta de Crédito
14,28/01/2024,Laptop,Electronica,850,1,Europa,22.49,Efectivo
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,3.9,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,22.75,Efectivo
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,0.74,Tarjeta de Crédito
18,01/02/2024,Tablet,Electronica,,4,Europa,0.66,Efectivo
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,9.71,Efectivo
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,14.66,PayPal
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,23.11,Cheque
22,05/02/2024,Laptop,Electronica,1050,2,Europa,20.5,Tarjeta de Crédito
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,13.38,PayPal
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,8.21,Efectivo
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,29.91,Efectivo
26,09/02/2024,Smartphone,Electronica,780,7,Europa,12.79,Cheque
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,13.54,Tarjeta de Crédito
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,4.91,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,23.84,Transferencia Bancaria
30,13/02/2024,Laptop,Electronica,970,4,Asia,20.81,Tarjeta de Crédito
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,6.62,Cheque
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,2.47,Transferencia Bancaria
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,20.41,Transferencia Bancaria
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,19.64,Efectivo
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,8.2,Efectivo
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,28.53,Tarjeta de Crédito
37,05/02/2024,Laptop,Electronica,1050,2,Europa,4.53,Transferencia Bancaria
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,12.97,Efectivo
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,28.31,Cheque
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,12.59,Efectivo
41,09/02/2024,Smartphone,Electronica,780,7,Europa,19.16,Efectivo
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,11.93,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,8.23,Transferencia Bancaria
44,09/02/2024,Smartphone,Electronica,780,7,Europa,29.52,PayPal
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,12.28,Cheque
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,26.82,Transferencia Bancaria
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,6.9,Tarjeta de Crédito
48,13/02/2024,Laptop,Electronica,970,4,Asia,6.39,Cheque
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,0.93,Cheque
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,19.55,Transferencia Bancaria
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,11.06,Cheque
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,25.93,Transferencia Bancaria
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,14.2,Efectivo
54,16/03/2024,Smartphone,Electronica,700,5,Europa,29.05,PayPal
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,5.57,Efectivo
56,18/03/2024,Laptop,Electronica,950,3,Asia,26.06,Transferencia Bancaria
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,23.3,Transferencia Bancaria
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,23.13,Efectivo
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,25.34,Tarjeta de Crédito
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,22.83,Tarjeta de Crédito
61,23/03/2024,Laptop,Electronica,1000,2,Asia,18.79,Tarjeta de Crédito
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,3.94,Transferencia Bancaria
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,0.98,Cheque
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,27.63,Transferencia Bancaria
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,18.5,Desconocido
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,23.9,Efectivo
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,14.45,PayPal
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,3.52,Cheque
69,31/03/2024,Laptop,Electronica,970,4,Asia,3.76,Tarjeta de Crédito
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,20.57,Transferencia Bancaria
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,12.91,Efectivo
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,6.02,Tarjeta de Crédito
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,14.75,Efectivo
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,1.93,Desconocido
75,06/04/2024,Smartphone,Electronica,700,5,Europa,17.46,Transferencia Bancaria
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,8.07,Transferencia Bancaria
77,08/04/2024,Laptop,Electronica,950,3,Asia,23.93,PayPal
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,9.31,Transferencia Bancaria
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,13.66,Cheque
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,0.35,Efectivo
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,2.17,Tarjeta de Crédito
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,,PayPal
4,18/01/2024,Laptop,Electronica,950,3,Asia,14.4,Cheque
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,18,Tarjeta de Crédito
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,8.75,Tarjeta de Crédito
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,20.85,PayPal
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,25.8,Cheque
9,23/01/2024,Laptop,Electronica,1000,2,Asia,23.4,Tarjeta de Crédito
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,1.19,Tarjeta de Crédito
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,14.42,Cheque
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,3.15,Transferencia Bancaria
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,7.26,Tarjeta de Crédito
14,28/01/2024,Laptop,Electronica,850,1,Europa,29.6,Efectivo
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,4.27,Cheque
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,14.97,Tarjeta de Crédito
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,18.54,PayPal
18,01/02/2024,Tablet,Electronica,,4,Europa,21.07,Efectivo
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,16.79,Tarjeta de Crédito
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,0.29,Efectivo
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,9.79,Efectivo
22,05/02/2024,Laptop,Electronica,1050,2,Europa,15.53,Transferencia Bancaria
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,2.64,Efectivo
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,10.52,Transferencia Bancaria
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,1,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,2.36,Desconocido
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,11.91,PayPal
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,3.98,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,17.03,Cheque
